car_id,listed_date,city,brand,model,year,mileage_km,fuel_type,transmission,engine_l,owners_count,accident_history,condition,color,seller_type,service_records,warranty_months,price_sar
CR-70384,2026-05-15,Khobar,Chevrolet,Malibu,2019,131233.0,Diesel,Manual,1.5,3,1,Good,White,Private,1,6,25600
CR-70385,2026-07-14,Madinah,Nissan,Patrol,2014,192070.0,Petrol,Manual,5.6,2,0,Good,Silver,Auction,1,0,73300
CR-70386,2026-04-30,Khobar,Mazda,CX-5,2018,138607.0,Petrol,Automatic,2.5,3,1,Good,White,Auction,1,0,36600
CR-70387,2026-06-16,Khobar,BMW,5 Series,2017,164539.0,Petrol,Automatic,2.0,2,0,Excellent,Red,Dealer,1,12,110200
CR-70388,2026-05-06,Khobar,Kia,Cerato,2015,196286.0,Petrol,Automatic,1.6,3,1,Excellent,Silver,Dealer,1,6,19300
CR-70389,2026-05-17,Tabuk,Toyota,Camry,2023,59751.0,Petrol,Automatic,2.0,1,0,Fair,Silver,Private,1,6,77700
CR-70390,2026-05-10,Makkah,Toyota,Corolla,2022,56466.0,Petrol,Automatic,1.6,3,0,Good,White,Dealer,1,0,53600
CR-70391,2026-07-01,Makkah,Toyota,Corolla,2013,252172.0,Hybrid,Automatic,1.8,1,1,Excellent,Silver,Dealer,1,0,18000
CR-70392,2026-06-12,Tabuk,GMC,Yukon,2012,267674.0,Petrol,Automatic,5.3,2,0,Excellent,White,Dealer,0,0,62700
CR-70393,2026-04-09,Tabuk,Nissan,Altima,2014,243626.0,Petrol,Manual,2.0,2,0,Excellent,Gray,Private,0,0,18000
CR-70394,2026-06-10,Madinah,Toyota,Camry,2023,68762.0,Petrol,Automatic,2.0,2,0,Good,Black,Dealer,0,0,93800
CR-70395,2026-05-30,Khobar,Toyota,Corolla,2025,46632.0,Petrol,Automatic,1.8,2,0,Good,Black,Dealer,0,0,77100
CR-70396,2026-07-21,Madinah,GMC,Yukon,2023,62381.0,Hybrid,Automatic,6.2,2,0,Good,Red,Dealer,1,0,243900
CR-70397,2026-07-19,,Hyundai,Tucson,2015,196534.0,Petrol,Automatic,2.5,1,0,Good,Black,Dealer,1,24,35900
CR-70398,2026-04-13,Khobar,GMC,Yukon,2018,149702.0,Petrol,Automatic,6.2,2,0,Excellent,Silver,Dealer,0,0,129900
CR-70399,2026-07-12,Tabuk,Mercedes-Benz,E-Class,2012,252749.0,Petrol,Automatic,2.0,2,0,Fair,Black,Dealer,1,24,49100
CR-70400,2026-05-12,Madinah,Mercedes-Benz,E-Class,2016,185212.0,Petrol,Automatic,2.0,1,0,Excellent,White,Private,1,0,93200
CR-70401,2026-07-29,Tabuk,Nissan,Patrol,2018,137788.0,Petrol,Automatic,5.6,2,0,Fair,Gray,Private,0,0,108500
CR-70402,2026-04-13,Jeddah,Toyota,Hilux,2013,250828.0,Petrol,Automatic,2.8,2,0,Good,Blue,Dealer,1,24,29300
CR-70403,2026-07-04,Makkah,Chevrolet,Tahoe,2013,237039.0,Petrol,Automatic,5.3,1,0,Good,Black,Dealer,1,12,64100
CR-70404,2026-05-08,Dammam,Honda,Civic,2015,189541.0,Petrol,Automatic,2.0,2,0,Good,Red,Dealer,0,0,23100
CR-70405,2026-07-29,Riyadh,Honda,Civic,2022,48978.0,Petrol,Automatic,1.5,2,0,Excellent,Blue,Dealer,1,0,60400
CR-70406,2026-04-17,Abha,Honda,Accord,2014,238893.0,Hybrid,Automatic,2.0,1,0,Good,White,Dealer,1,12,30600
CR-70407,2026-05-24,Riyadh,Toyota,Corolla,2012,276117.0,Petrol,Automatic,2.0,3,0,Good,Silver,Private,0,0,18000
CR-70408,2026-05-18,Makkah,Hyundai,Sonata,2014,245883.0,Hybrid,Automatic,2.5,1,0,Excellent,White,Private,0,0,22300
CR-70409,2026-04-13,Tabuk,Ford,Explorer,2014,208609.0,Petrol,Automatic,3.0,1,0,Excellent,Gray,Dealer,1,0,57000
CR-70410,2026-07-03,Makkah,Mercedes-Benz,E-Class,2021,101915.0,Petrol,Automatic,3.0,2,0,Excellent,White,Dealer,1,0,182000
CR-70411,2026-05-14,Abha,Toyota,Camry,2013,239622.0,Petrol,Automatic,2.0,1,0,Good,Gray,Dealer,0,12,29500
CR-70412,2026-07-23,Abha,Mazda,CX-5,2018,150015.0,Petrol,Automatic,2.0,1,0,Good,White,Private,1,0,45600
CR-70413,2026-07-12,Jeddah,Honda,Accord,2013,221898.0,Petrol,Automatic,2.0,1,0,Fair,Gray,Private,1,12,23400
CR-70414,2026-07-27,Tabuk,Chevrolet,Malibu,2024,43862.0,Petrol,Automatic,2.0,1,0,Excellent,Blue,Private,1,0,62000
CR-70415,2026-05-30,Dammam,Hyundai,Elantra,2018,161759.0,Petrol,Automatic,,2,0,Good,Black,Private,1,0,27400
CR-70416,2026-04-06,Khobar,Hyundai,Sonata,2013,264485.0,Petrol,Automatic,2.5,4,1,Good,Black,Dealer,1,12,18000
CR-70417,2026-04-30,Jeddah,Ford,Explorer,2017,150783.0,Petrol,Automatic,2.3,1,0,Good,White,Dealer,1,12,79600
CR-70418,2026-07-19,Abha,Toyota,Land Cruiser,2012,272904.0,Petrol,Automatic,3.5,3,0,Good,Red,Dealer,1,0,62200
CR-70419,2026-07-11,Khobar,Nissan,Patrol,2018,144846.0,Petrol,Automatic,4.0,2,0,Good,Black,Private,0,0,127400
CR-70420,2026-06-02,Tabuk,Chevrolet,Tahoe,2019,128935.0,Petrol,Automatic,5.3,1,0,Good,Silver,Private,0,12,126400
CR-70421,2026-04-04,Dammam,Kia,Cerato,2013,226738.0,Petrol,Automatic,1.6,1,0,Good,Black,Dealer,1,0,18200
CR-70422,2026-04-04,Madinah,Kia,Cerato,2018,158011.0,Petrol,Automatic,,1,1,Good,Red,Dealer,0,0,26700
CR-70423,2026-04-11,Makkah,Kia,Cerato,2014,240922.0,Petrol,Automatic,2.0,1,0,Excellent,Silver,Private,1,12,18800
CR-70424,2026-06-24,Dammam,GMC,Yukon,2015,215299.0,Petrol,Automatic,5.3,3,0,Good,White,Private,1,12,70700
CR-70425,2026-04-12,Tabuk,Toyota,Land Cruiser,2025,23206.0,Petrol,Automatic,3.5,3,0,Good,White,Private,1,6,285400
CR-70426,2026-05-04,Tabuk,Nissan,Patrol,2024,38652.0,Petrol,Automatic,5.6,1,0,Good,Gray,Dealer,0,0,279300
CR-70427,2026-07-13,Tabuk,Kia,Sportage,2017,,Petrol,Automatic,2.5,3,0,Excellent,White,Dealer,1,12,39100
CR-70428,2026-04-20,Khobar,Nissan,Altima,2014,239027.0,Petrol,Automatic,2.0,2,1,Good,Silver,Dealer,0,12,18000
CR-70429,2026-05-10,Riyadh,Nissan,Altima,2014,215648.0,Petrol,Automatic,2.5,1,0,Fair,White,Private,0,6,18600
CR-70430,2026-06-05,Khobar,Chevrolet,Tahoe,2015,205422.0,Petrol,Automatic,5.3,1,0,Excellent,Silver,Private,1,0,90700
CR-70431,2026-07-25,Makkah,Chevrolet,Malibu,2012,255594.0,Petrol,Automatic,2.0,2,0,Excellent,Silver,Private,0,0,18000
CR-70432,2026-06-03,Dammam,Hyundai,Tucson,2023,,Petrol,Automatic,2.5,1,0,Good,Gray,Dealer,1,0,93000
CR-70433,2026-05-11,Makkah,Kia,Sportage,2015,198344.0,Hybrid,Manual,2.5,1,0,Good,Gray,Dealer,0,6,32400
CR-70434,2026-06-15,Khobar,Honda,Accord,2013,236299.0,Petrol,Automatic,2.0,1,0,Excellent,White,Dealer,1,12,26800
CR-70435,2026-07-23,Makkah,Toyota,Land Cruiser,2013,258513.0,Diesel,Automatic,3.5,1,1,Good,Silver,Dealer,1,0,66500
CR-70436,2026-05-26,Dammam,Nissan,Patrol,2014,225932.0,Petrol,Automatic,4.0,2,0,Fair,Gray,Private,1,0,64200
CR-70437,2026-04-28,Tabuk,GMC,Yukon,2025,10620.0,Petrol,Automatic,6.2,2,0,Good,Gray,Dealer,0,6,276600
CR-70438,2026-05-17,Riyadh,Toyota,Land Cruiser,2016,197376.0,Petrol,Automatic,4.0,2,0,Excellent,Brown,Dealer,1,24,129400
CR-70439,2026-07-08,Dammam,Kia,Sportage,2016,153856.0,Hybrid,Manual,2.0,4,0,Fair,White,Private,1,0,28700
CR-70440,2026-06-18,Dammam,Hyundai,Elantra,2015,218962.0,Petrol,Automatic,1.6,1,0,Good,Silver,Dealer,0,0,19800
CR-70441,2026-05-08,Riyadh,Hyundai,Tucson,2022,68816.0,Petrol,Automatic,2.5,2,0,Good,White,Auction,0,0,64400
CR-70442,2026-07-16,Dammam,Toyota,Hilux,2025,28356.0,Petrol,Automatic,2.4,4,0,Excellent,Red,Dealer,0,12,118900
CR-70443,2026-05-05,Jeddah,Chevrolet,Tahoe,2025,39081.0,Petrol,Automatic,5.3,2,0,Excellent,Silver,Dealer,0,6,267400
CR-70444,2026-07-03,Abha,Toyota,Camry,2012,269423.0,Petrol,Automatic,,1,0,Excellent,Gray,Dealer,1,0,27700
CR-70445,2026-07-11,Madinah,Ford,Explorer,2018,162907.0,Petrol,Automatic,2.3,1,0,Good,Black,Dealer,1,24,81400
CR-70446,2026-07-19,Makkah,Chevrolet,Tahoe,2017,180024.0,Petrol,Automatic,5.3,1,0,Excellent,Gray,Dealer,0,0,117100
CR-70447,2026-05-26,Riyadh,BMW,5 Series,2024,49424.0,Petrol,Automatic,2.0,2,0,Fair,White,Dealer,1,0,210300
CR-70448,2026-06-25,Tabuk,Honda,Civic,2017,179127.0,Hybrid,Automatic,1.5,1,0,Excellent,White,Dealer,0,0,34000
CR-70449,2026-06-17,Madinah,Kia,Sportage,2013,249884.0,Petrol,Automatic,2.5,2,0,Good,White,Auction,1,0,19500
CR-70450,2026-04-16,Jeddah,Hyundai,Tucson,2022,98807.0,Petrol,Automatic,2.0,2,0,Good,Black,Dealer,1,6,71700
CR-70451,2026-07-24,Dammam,Toyota,Land Cruiser,2015,208185.0,Petrol,Automatic,4.0,2,0,Good,Black,Dealer,1,24,103000
CR-70452,2026-06-01,Madinah,Honda,Civic,2017,179709.0,Petrol,Automatic,2.0,2,0,Excellent,Black,Auction,1,0,26800
CR-70453,2026-08-01,Jeddah,Honda,Civic,2017,166937.0,Petrol,Automatic,2.0,1,0,Fair,Blue,Private,1,0,25200
CR-70454,2026-04-06,Riyadh,Mercedes-Benz,E-Class,2021,115903.0,Petrol,Automatic,2.0,1,0,Good,Brown,Dealer,1,0,185800
CR-70455,2026-06-28,Khobar,Mercedes-Benz,E-Class,2025,26309.0,Petrol,Automatic,3.0,4,0,Good,White,Dealer,0,0,247100
CR-70456,2026-07-20,Riyadh,Toyota,Hilux,2017,177607.0,Petrol,Automatic,2.8,1,1,Good,Black,Private,1,0,39400
CR-70457,2026-04-12,Jeddah,Kia,Cerato,2025,26727.0,Petrol,Automatic,2.0,2,0,Good,Gray,Private,1,6,62800
CR-70458,2026-04-19,Jeddah,Hyundai,Elantra,2014,222178.0,Petrol,Automatic,,2,0,Fair,White,Private,1,0,18000
CR-70459,2026-05-08,Jeddah,Toyota,Camry,2012,261210.0,Hybrid,Manual,2.5,1,0,Excellent,White,Dealer,1,0,30200
CR-70460,2026-06-21,Khobar,Hyundai,Sonata,2023,65761.0,Petrol,Automatic,2.0,3,0,Fair,White,Dealer,1,0,60400
CR-70461,2026-07-01,Riyadh,Toyota,Hilux,2020,119947.0,Petrol,Manual,2.8,1,0,Good,Red,Dealer,1,0,74300
CR-70462,2026-05-07,Jeddah,Hyundai,Sonata,2021,90865.0,Petrol,Automatic,2.0,2,0,Good,Brown,Private,1,0,55300
CR-70463,2026-07-15,Jeddah,Nissan,Altima,2013,233647.0,Petrol,Automatic,2.0,1,0,Excellent,White,Private,0,0,19800
CR-70464,2026-07-14,Khobar,Kia,Cerato,2019,144403.0,Petrol,Automatic,1.6,1,0,Fair,White,Dealer,0,0,31800
CR-70465,2026-04-26,Madinah,Honda,Civic,2020,103813.0,Petrol,Automatic,1.5,1,0,Fair,Silver,Dealer,1,0,40400
CR-70466,2026-07-18,Khobar,Hyundai,Elantra,2020,134615.0,Petrol,Automatic,1.6,1,0,Fair,Silver,Private,1,0,31000
CR-70467,2026-05-04,Abha,Chevrolet,Malibu,2012,248613.0,Petrol,Automatic,1.5,1,0,Excellent,White,Private,1,12,18000
CR-70468,2026-07-20,Tabuk,Kia,Sportage,2021,133446.0,Petrol,Automatic,2.0,2,0,Good,Silver,Private,1,12,52800
CR-70469,2026-05-26,Dammam,Hyundai,Elantra,2016,190077.0,Petrol,Automatic,2.0,4,0,Excellent,Blue,Dealer,0,24,20900
CR-70470,2026-05-03,Khobar,Honda,Civic,2019,134283.0,Petrol,Automatic,1.5,1,0,Good,Gray,Private,1,0,39100
CR-70471,2026-04-13,Riyadh,Nissan,Patrol,2020,117213.0,Petrol,Automatic,5.6,1,0,Good,Silver,Dealer,1,0,183800
CR-70472,2026-06-06,Jeddah,Kia,Cerato,2016,185587.0,Petrol,Manual,2.0,3,0,Good,Gray,Auction,1,0,19000
CR-70473,2026-04-30,Madinah,Mercedes-Benz,E-Class,2017,169555.0,Petrol,Automatic,3.0,1,0,Excellent,White,Dealer,0,12,118700
CR-70474,2026-07-20,Jeddah,Honda,Accord,2013,235528.0,Petrol,Automatic,2.0,1,0,Good,White,Private,0,0,24000
CR-70475,2026-05-07,Tabuk,Ford,Explorer,2023,61442.0,Petrol,Automatic,2.3,2,0,Excellent,,Dealer,0,0,153200
CR-70476,2026-05-25,Riyadh,Toyota,Camry,2019,144880.0,Petrol,Automatic,2.0,4,0,Fair,White,Private,0,24,44700
CR-70477,2026-05-19,Riyadh,Honda,Civic,2016,192321.0,Petrol,Automatic,2.0,1,0,Fair,White,Dealer,1,12,24200
CR-70478,2026-04-19,Dammam,Hyundai,Tucson,2018,157553.0,Petrol,Automatic,2.5,1,0,Good,White,Private,1,12,49900
CR-70479,2026-04-30,Jeddah,Ford,Explorer,2015,218468.0,Petrol,Automatic,3.0,4,0,Excellent,Black,Auction,1,0,42800
CR-70480,2026-05-05,Makkah,Nissan,Patrol,2023,47568.0,Diesel,Automatic,4.0,3,0,Good,Silver,Dealer,0,0,225600
CR-70481,2026-08-01,Madinah,Nissan,Altima,2020,122182.0,Hybrid,Automatic,2.0,1,0,Fair,White,Auction,1,0,40300
CR-70482,2026-06-11,Makkah,Nissan,Patrol,2024,31892.0,Petrol,Automatic,5.6,1,0,Good,White,Dealer,1,6,277700
CR-70483,2026-05-16,Jeddah,Toyota,Corolla,2025,1422.0,Petrol,Automatic,1.6,1,0,Good,Red,Private,1,0,81000
CR-70484,2026-06-10,Tabuk,Toyota,Corolla,2017,166010.0,Hybrid,Automatic,1.6,2,0,Good,Red,Dealer,1,24,33700
CR-70485,2026-06-19,Jeddah,Kia,Sportage,2019,146267.0,Petrol,Automatic,2.5,2,0,Excellent,Gray,Private,1,0,50000
CR-70486,2026-04-24,Dammam,Hyundai,Tucson,2023,57240.0,Petrol,Automatic,2.0,3,0,Good,Black,Dealer,1,6,80600
CR-70487,2026-05-30,Riyadh,Toyota,Land Cruiser,2021,88510.0,Petrol,Automatic,4.0,1,0,Good,Black,Dealer,1,24,253600
CR-70488,2026-07-01,Riyadh,Chevrolet,Tahoe,2022,61178.0,Petrol,Automatic,6.2,3,1,Excellent,Silver,Private,1,0,157300
CR-70489,2026-05-26,Tabuk,Mercedes-Benz,E-Class,2025,21790.0,Petrol,Automatic,3.0,1,0,Good,Silver,Private,1,0,269100
CR-70490,2026-05-28,Tabuk,Honda,Civic,2013,,Petrol,Automatic,2.0,1,0,Fair,White,Private,1,0,18000
CR-70491,2026-06-14,Khobar,Honda,Accord,2014,218999.0,Petrol,Automatic,1.5,2,0,Fair,White,Dealer,1,12,25400
CR-70492,2026-04-30,Madinah,Hyundai,Tucson,2015,190199.0,Petrol,Automatic,1.6,1,0,Good,White,Dealer,1,0,35000
CR-70493,2026-04-20,Tabuk,Nissan,Patrol,2023,,Petrol,Automatic,5.6,2,0,Good,Gray,Private,1,0,202400
CR-70494,2026-04-23,Dammam,Kia,Sportage,2013,229612.0,Hybrid,Automatic,1.6,2,0,Excellent,Silver,Dealer,1,0,29800
CR-70495,2026-05-10,Dammam,Kia,Sportage,2016,176220.0,Petrol,Automatic,2.5,3,0,Excellent,Gray,Dealer,0,0,37600
CR-70496,2026-06-16,Tabuk,Mercedes-Benz,E-Class,2023,59490.0,Petrol,Automatic,2.0,2,0,Excellent,Gray,Dealer,1,0,224000
CR-70497,2026-06-26,Madinah,Ford,Explorer,2021,,Petrol,Automatic,3.0,1,0,Fair,Red,Dealer,0,0,109000
CR-70498,2026-05-06,Tabuk,Nissan,Altima,2022,86556.0,Petrol,Automatic,2.5,1,0,Good,White,Dealer,1,0,57500
CR-70499,2026-04-20,Madinah,Mazda,CX-5,2012,261464.0,Hybrid,Manual,2.5,1,0,Excellent,Silver,Dealer,1,12,26200
CR-70500,2026-07-12,Abha,Honda,Civic,2019,164433.0,Petrol,Automatic,1.5,2,0,Fair,White,Dealer,1,0,31100
CR-70501,2026-05-26,Abha,Honda,Accord,2014,225907.0,Petrol,Automatic,1.5,1,0,Fair,White,Private,0,6,22200
CR-70502,2026-07-11,Khobar,Hyundai,Tucson,2020,107146.0,Hybrid,Automatic,1.6,2,0,Excellent,,Dealer,0,12,73400
CR-70503,2026-06-24,Riyadh,Nissan,Patrol,2020,88360.0,Petrol,Automatic,5.6,1,0,Excellent,White,Private,1,0,189100
CR-70504,2026-07-10,Tabuk,Chevrolet,Malibu,2025,13566.0,Petrol,Automatic,1.5,4,0,Excellent,Gray,Private,1,12,65800
CR-70505,2026-05-14,Dammam,BMW,5 Series,2014,237537.0,Petrol,Automatic,3.0,2,0,Good,White,Private,1,0,61700
CR-70506,2026-07-26,Abha,Hyundai,Sonata,2022,65024.0,Petrol,Automatic,2.0,2,0,Good,Black,Private,1,6,61900
CR-70507,2026-06-03,Abha,Toyota,Corolla,2021,104546.0,Petrol,Automatic,1.6,1,0,Good,Silver,Dealer,1,0,52500
CR-70508,2026-06-05,Makkah,Toyota,Hilux,2013,229021.0,Diesel,Automatic,2.8,1,0,Good,White,Dealer,1,0,31700
CR-70509,2026-04-14,Abha,Toyota,Camry,2017,184173.0,Petrol,Automatic,2.5,1,0,Excellent,Brown,Private,1,12,45300
CR-70510,2026-07-04,Dammam,Mercedes-Benz,E-Class,2020,103565.0,Hybrid,Automatic,3.0,1,1,Excellent,Blue,Private,0,24,150600
CR-70511,2026-04-14,Makkah,Nissan,Altima,2022,85396.0,Petrol,Automatic,2.5,3,0,Good,Silver,Dealer,0,6,50800
CR-70512,2026-05-25,Tabuk,Kia,Cerato,2016,186395.0,Petrol,Automatic,2.0,2,0,Good,Red,Private,0,0,21300
CR-70513,2026-06-20,Abha,Toyota,Hilux,2020,109455.0,Petrol,Automatic,2.8,3,0,Good,White,Private,1,6,66700
CR-70514,2026-06-12,Dammam,Mercedes-Benz,E-Class,2022,67069.0,Petrol,Automatic,3.0,1,0,Fair,White,Private,1,0,184500
CR-70515,2026-04-17,Abha,Toyota,Camry,2018,147893.0,Hybrid,Manual,2.0,1,0,Good,Silver,Private,1,12,53300
CR-70516,2026-04-05,Madinah,Nissan,Altima,2016,171239.0,Petrol,Automatic,2.5,1,0,Excellent,Black,Dealer,1,24,33000
CR-70517,2026-07-05,Khobar,Chevrolet,Malibu,2014,226858.0,Petrol,Automatic,2.0,3,0,Good,Silver,Dealer,0,0,18000
CR-70518,2026-04-12,Riyadh,Hyundai,Elantra,2023,77611.0,Petrol,Automatic,1.6,1,0,Good,Black,Private,1,0,50000
CR-70519,2026-07-01,Khobar,Toyota,Corolla,2017,170248.0,Petrol,Manual,1.6,3,0,Good,Red,Dealer,1,0,28800
CR-70520,2026-05-10,Tabuk,Mazda,CX-5,2018,138022.0,Petrol,Automatic,2.5,1,0,Good,Silver,Private,1,0,48900
CR-70521,2026-05-16,Makkah,Mazda,CX-5,2020,111528.0,Hybrid,Automatic,2.5,2,0,Good,White,Dealer,1,0,65100
CR-70522,2026-06-30,Khobar,GMC,Yukon,2025,7578.0,Diesel,Automatic,6.2,3,0,Good,Gray,Dealer,1,0,264700
CR-70523,2026-06-22,Riyadh,Toyota,Hilux,2017,172788.0,Petrol,Manual,2.4,2,0,Excellent,Black,Private,0,0,45800
CR-70524,2026-04-23,Dammam,Mazda,CX-5,2021,103817.0,Hybrid,Automatic,2.5,2,0,Good,Blue,Dealer,1,0,77600
CR-70525,2026-07-19,Khobar,Kia,Cerato,2025,,Petrol,Automatic,1.6,1,0,Excellent,Gray,Dealer,1,6,85600
CR-70526,2026-04-05,Riyadh,Nissan,Patrol,2015,220657.0,Petrol,Automatic,4.0,1,0,Good,Red,Private,0,0,80100
CR-70527,2026-05-21,Khobar,Honda,Civic,2018,168503.0,Petrol,Automatic,1.5,2,0,Excellent,White,Dealer,0,0,33200
CR-70528,2026-06-29,Dammam,Mazda,CX-5,2017,153326.0,Hybrid,Manual,2.0,3,0,Excellent,White,Dealer,1,0,47400
CR-70529,2026-05-28,Abha,GMC,Yukon,2021,,Petrol,Automatic,5.3,2,0,Excellent,White,Dealer,1,6,188800
CR-70530,2026-04-29,Abha,BMW,5 Series,2019,134116.0,Diesel,Automatic,2.0,1,1,Good,Brown,Dealer,1,6,108700
CR-70531,2026-07-16,Jeddah,BMW,5 Series,2023,76299.0,Petrol,Automatic,3.0,2,0,Good,Silver,Dealer,1,24,198800
CR-70532,2026-04-20,Dammam,Nissan,Patrol,2020,111081.0,Petrol,Automatic,4.0,1,0,Excellent,Black,Private,1,6,170700
CR-70533,2026-06-28,Makkah,Honda,Accord,2024,40511.0,Petrol,Automatic,1.5,1,1,Good,White,Private,0,0,76300
CR-70534,2026-06-23,Riyadh,Hyundai,Tucson,2025,30250.0,Petrol,Automatic,2.5,2,0,Excellent,Silver,Auction,1,6,93600
CR-70535,2026-06-06,Abha,Toyota,Land Cruiser,2017,186696.0,Petrol,Automatic,3.5,2,0,Good,White,Dealer,1,12,121800
CR-70536,2026-07-25,Madinah,Honda,Accord,2022,72302.0,Petrol,Automatic,1.5,2,0,Good,Black,Dealer,0,0,72200
CR-70537,2026-07-04,Tabuk,Mercedes-Benz,E-Class,2021,91955.0,Petrol,Automatic,2.0,1,0,Good,White,Auction,1,0,160000
CR-70538,2026-04-19,Khobar,Nissan,Altima,2023,49133.0,Petrol,Automatic,2.0,2,0,Good,Red,Dealer,1,24,71700
CR-70539,2026-07-24,Abha,Toyota,Camry,2025,,Diesel,Automatic,2.0,2,0,Good,White,Dealer,1,0,116000
CR-70540,2026-07-23,Makkah,Toyota,Camry,2025,28877.0,Hybrid,Automatic,,3,0,Good,Black,Private,1,0,111100
CR-70541,2026-06-15,Khobar,Nissan,Altima,2012,264676.0,Petrol,Automatic,2.5,1,0,Fair,White,Dealer,1,0,18000
CR-70542,2026-07-01,Dammam,Hyundai,Tucson,2020,94697.0,Petrol,Automatic,1.6,1,0,Good,Brown,Private,1,6,63700
CR-70543,2026-06-12,Dammam,Ford,Explorer,2017,151970.0,Petrol,Automatic,3.0,3,0,Excellent,White,Dealer,1,0,78300
CR-70544,2026-07-08,Riyadh,Kia,Cerato,2012,262072.0,Petrol,Manual,1.6,1,1,Good,Silver,Dealer,1,0,18000
CR-70545,2026-05-04,Makkah,Honda,Civic,2017,158925.0,Petrol,Automatic,1.5,2,0,Good,White,Dealer,1,0,32200
CR-70546,2026-07-21,Riyadh,Chevrolet,Tahoe,2024,54097.0,Petrol,Automatic,5.3,1,0,Excellent,,Private,0,24,246900
CR-70547,2026-06-04,Riyadh,Honda,Civic,2016,190505.0,Diesel,Automatic,,1,0,Good,Black,Dealer,0,12,27300
CR-70548,2026-04-29,Riyadh,Toyota,Land Cruiser,2014,237461.0,Petrol,Automatic,3.5,2,0,Excellent,Blue,Dealer,1,0,93800
CR-70549,2026-06-04,Dammam,BMW,5 Series,2023,51549.0,Petrol,Automatic,2.0,1,1,Good,Brown,Private,1,0,159700
CR-70550,2026-04-06,Madinah,Kia,Sportage,2020,129442.0,Hybrid,Automatic,1.6,3,0,Fair,White,Dealer,1,0,46000
CR-70551,2026-04-08,Makkah,Nissan,Patrol,2018,140074.0,Hybrid,Automatic,4.0,1,0,Good,Black,Private,1,0,153500
CR-70552,2026-07-04,Madinah,Mercedes-Benz,E-Class,2025,27974.0,Petrol,Automatic,3.0,1,1,Excellent,Gray,Private,1,6,230400
CR-70553,2026-06-04,Jeddah,Kia,Sportage,2012,269860.0,Petrol,Automatic,1.6,1,0,Good,Black,Private,0,0,20000
CR-70554,2026-05-25,Khobar,Chevrolet,Malibu,2022,90658.0,Petrol,Automatic,2.0,2,0,Good,Blue,Dealer,1,0,53900
CR-70555,2026-05-29,Madinah,Toyota,Corolla,2016,191945.0,Petrol,Automatic,2.0,1,0,Good,Gray,Private,0,12,25500
CR-70556,2026-04-30,Khobar,Chevrolet,Malibu,2016,199064.0,Petrol,Automatic,1.5,2,0,Excellent,Blue,Private,0,24,24500
CR-70557,2026-04-18,Riyadh,Kia,Cerato,2012,262582.0,Petrol,Automatic,2.0,2,0,Good,White,Private,1,0,18000
CR-70558,2026-04-20,Makkah,Chevrolet,Malibu,2012,268757.0,Petrol,Automatic,2.0,1,0,Good,Blue,Dealer,1,6,18000
CR-70559,2026-04-11,Dammam,Nissan,Altima,2024,59617.0,Petrol,Automatic,2.0,2,0,Excellent,Silver,Dealer,1,24,75600
CR-70560,2026-04-19,Dammam,Nissan,Altima,2015,,Petrol,Automatic,2.0,4,0,Good,Gray,Dealer,1,0,21400
CR-70561,2026-04-26,Dammam,Mazda,CX-5,2017,163094.0,Petrol,Manual,2.5,2,0,Good,White,Private,1,0,36100
CR-70562,2026-04-11,Tabuk,Kia,Cerato,2017,171948.0,Petrol,Automatic,1.6,1,0,Fair,Black,Dealer,1,12,26100
CR-70563,2026-05-26,Khobar,Mercedes-Benz,E-Class,2025,8645.0,Hybrid,Automatic,3.0,3,0,Excellent,White,Dealer,1,24,330700
CR-70564,2026-04-28,Khobar,Toyota,Camry,2022,73336.0,Hybrid,Automatic,2.5,4,1,Good,White,Dealer,1,0,68600
CR-70565,2026-06-01,Madinah,Mercedes-Benz,E-Class,2018,181931.0,Petrol,Automatic,3.0,2,0,Fair,Silver,Dealer,1,0,94000
CR-70566,2026-07-27,Riyadh,Chevrolet,Malibu,2018,163855.0,Petrol,Manual,1.5,2,0,Good,Gray,Dealer,1,24,28900
CR-70567,2026-05-28,Riyadh,Toyota,Corolla,2021,97170.0,Petrol,Automatic,1.8,2,0,Excellent,Gray,Dealer,0,0,51000
CR-70568,2026-07-04,Riyadh,Chevrolet,Malibu,2023,53097.0,Petrol,Automatic,1.5,1,0,Fair,White,Private,1,12,53400
CR-70569,2026-06-27,Riyadh,Chevrolet,Tahoe,2019,128498.0,Petrol,Automatic,6.2,2,0,Good,Gray,Dealer,0,12,146700
CR-70570,2026-06-18,Riyadh,Chevrolet,Tahoe,2020,103954.0,Petrol,Automatic,5.3,4,1,Excellent,Black,Private,1,0,120100
CR-70571,2026-04-25,Tabuk,Nissan,Altima,2017,168067.0,Petrol,Automatic,2.5,3,0,Good,Black,Dealer,0,6,30200
CR-70572,2026-05-25,Riyadh,Hyundai,Tucson,2013,263686.0,Petrol,Automatic,2.5,1,0,Excellent,Black,Dealer,1,6,29200
CR-70573,2026-07-27,Tabuk,Hyundai,Tucson,2017,156830.0,Petrol,Automatic,2.0,1,1,Good,White,Dealer,1,0,38400
CR-70574,2026-06-08,Riyadh,Chevrolet,Tahoe,2019,140126.0,Petrol,Automatic,5.3,3,1,Excellent,White,Dealer,1,0,110200
CR-70575,2026-07-13,Madinah,Kia,Sportage,2014,234469.0,Petrol,Automatic,2.0,1,0,Excellent,Brown,Private,0,6,26600
